stateAbbr,statecd,unitcd,priceRegion,spcd,spgrpcd,spclass,sizerange,volume,value,product
VA,51,01,02,131,2,Softwood,1.0-1.9,9202340.441564206,3034893.5568338316,Pre-merchantable
VA,51,01,02,131,2,Softwood,2.0-2.9,29164518.314915895,10611462.01769898,Pre-merchantable
VA,51,01,02,131,2,Softwood,3.0-3.9,70586181.05528247,32403052.353715077,Pre-merchantable
VA,51,01,02,131,2,Softwood,4.0-4.9,98112270.34867117,56824468.59498697,Pre-merchantable
VA,51,02,01,110,2,Softwood,1.0-1.9,172818.9695936414,51954.42584817736,Pre-merchantable
VA,51,02,01,110,2,Softwood,2.0-2.9,766926.9851415128,254366.78791723898,Pre-merchantable
VA,51,02,01,110,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
VA,51,02,01,110,2,Softwood,4.0-4.9,17993181.251411688,9499614.52831832,Pre-merchantable
VA,51,02,01,131,2,Softwood,1.0-1.9,5699191.312501484,1713343.2350404975,Pre-merchantable
VA,51,02,01,131,2,Softwood,2.0-2.9,20581468.76458236,6826258.824756044,Pre-merchantable
VA,51,02,01,131,2,Softwood,3.0-3.9,39173932.14876411,16392657.847115543,Pre-merchantable
VA,51,02,01,131,2,Softwood,4.0-4.9,71241910.72804187,37612620.06540205,Pre-merchantable
VA,51,02,02,110,2,Softwood,1.0-1.9,172818.9695936414,56994.97651156799,Pre-merchantable
VA,51,02,02,110,2,Softwood,2.0-2.9,766926.9851415128,279045.12206585443,Pre-merchantable
VA,51,02,02,110,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
VA,51,02,02,110,2,Softwood,4.0-4.9,17993181.251411688,10421254.745315347,Pre-merchantable
VA,51,02,02,131,2,Softwood,1.0-1.9,5699191.312501484,1879569.5620378577,Pre-merchantable
VA,51,02,02,131,2,Softwood,2.0-2.9,20581468.76458236,7488533.556617168,Pre-merchantable
VA,51,02,02,131,2,Softwood,3.0-3.9,39173932.14876411,17983052.140519377,Pre-merchantable
VA,51,02,02,131,2,Softwood,4.0-4.9,71241910.72804187,41261747.42899842,Pre-merchantable
VA,51,03,01,131,2,Softwood,1.0-1.9,3158428.4214871884,949515.7597963688,Pre-merchantable
VA,51,03,01,131,2,Softwood,2.0-2.9,2819694.2193371854,935208.4036386627,Pre-merchantable
VA,51,03,01,131,2,Softwood,3.0-3.9,9217586.732476316,3857175.8614322064,Pre-merchantable
VA,51,03,01,131,2,Softwood,4.0-4.9,24077318.66357484,12711773.587091517,Pre-merchantable
VA,51,03,02,131,2,Softwood,1.0-1.9,3158428.4214871884,1041636.5409388159,Pre-merchantable
VA,51,03,02,131,2,Softwood,2.0-2.9,2819694.2193371854,1025941.1037390283,Pre-merchantable
VA,51,03,02,131,2,Softwood,3.0-3.9,9217586.732476316,4231394.034951652,Pre-merchantable
VA,51,03,02,131,2,Softwood,4.0-4.9,24077318.66357484,13945053.288315153,Pre-merchantable
VA,51,04,01,131,2,Softwood,1.0-1.9,520237.35765606276,156398.53243742586,Pre-merchantable
VA,51,04,01,131,2,Softwood,2.0-2.9,1713089.252046322,568180.5685559018,Pre-merchantable
VA,51,04,01,131,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
VA,51,04,01,131,2,Softwood,4.0-4.9,9286773.70457328,4903011.267018018,Pre-merchantable
VA,51,05,01,131,2,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
VA,51,05,01,131,2,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
VA,51,05,01,131,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
VA,51,05,01,131,2,Softwood,4.0-4.9,6267142.13277687,3308777.5654398,Pre-merchantable
