   ,GRP1,GRP2,ESTIMATE
1149,`2651 SPCD 951 - American basswood (Tilia americana),`0041 45 South Carolina,
1150,`2651 SPCD 951 - American basswood (Tilia americana),`0043 47 Tennessee,160157.2253
1151,`2651 SPCD 951 - American basswood (Tilia americana),`0047 51 Virginia,335434.1331
1152,`2652 SPCD 952 - white basswood (Tilia americana),`0001 01 Alabama,
1153,`2652 SPCD 952 - white basswood (Tilia americana),`0011 13 Georgia,
1154,`2652 SPCD 952 - white basswood (Tilia americana),`0018 21 Kentucky,0
1155,`2652 SPCD 952 - white basswood (Tilia americana),`0034 37 North Carolina,
1156,`2652 SPCD 952 - white basswood (Tilia americana),`0041 45 South Carolina,
1157,`2652 SPCD 952 - white basswood (Tilia americana),`0043 47 Tennessee,
1158,`2653 SPCD 953 - Carolina basswood (Tilia americana),`0001 01 Alabama,355598.7306
1159,`2653 SPCD 953 - Carolina basswood (Tilia americana),`0011 13 Georgia,
1160,`2653 SPCD 953 - Carolina basswood (Tilia americana),`0025 28 Mississippi,
1161,`2653 SPCD 953 - Carolina basswood (Tilia americana),`0037 40 Oklahoma,
1162,`2653 SPCD 953 - Carolina basswood (Tilia americana),`0041 45 South Carolina,0
1163,`2654 SPCD 970 - elm spp. (Ulmus spp.),`0043 47 Tennessee,
1164,`2655 SPCD 971 - winged elm (Ulmus alata),`0001 01 Alabama,2113451.292
1165,`2655 SPCD 971 - winged elm (Ulmus alata),`0004 05 Arkansas,3110794.058
1166,`2655 SPCD 971 - winged elm (Ulmus alata),`0011 13 Georgia,2693375.029
1167,`2655 SPCD 971 - winged elm (Ulmus alata),`0018 21 Kentucky,170901.1652
1168,`2655 SPCD 971 - winged elm (Ulmus alata),`0025 28 Mississippi,1433794.699
1169,`2655 SPCD 971 - winged elm (Ulmus alata),`0034 37 North Carolina,1448223.933
1170,`2655 SPCD 971 - winged elm (Ulmus alata),`0037 40 Oklahoma,609635.4901
1171,`2655 SPCD 971 - winged elm (Ulmus alata),`0041 45 South Carolina,1871764.567
1172,`2655 SPCD 971 - winged elm (Ulmus alata),`0043 47 Tennessee,1419587.806
1173,`2655 SPCD 971 - winged elm (Ulmus alata),`0047 51 Virginia,582346.964
1174,`2656 SPCD 972 - American elm (Ulmus americana),`0001 01 Alabama,476423.3666
1175,`2656 SPCD 972 - American elm (Ulmus americana),`0004 05 Arkansas,1079091.251
1176,`2656 SPCD 972 - American elm (Ulmus americana),`0011 13 Georgia,1304461.382
1177,`2656 SPCD 972 - American elm (Ulmus americana),`0018 21 Kentucky,513007.8727
1178,`2656 SPCD 972 - American elm (Ulmus americana),`0025 28 Mississippi,1265983.961
1179,`2656 SPCD 972 - American elm (Ulmus americana),`0034 37 North Carolina,703423.0931
1180,`2656 SPCD 972 - American elm (Ulmus americana),`0037 40 Oklahoma,738206.6276
1181,`2656 SPCD 972 - American elm (Ulmus americana),`0041 45 South Carolina,1420981.156
1182,`2656 SPCD 972 - American elm (Ulmus americana),`0043 47 Tennessee,1217803.252
1183,`2656 SPCD 972 - American elm (Ulmus americana),`0047 51 Virginia,175411.2455
1184,`2657 SPCD 973 - cedar elm (Ulmus crassifolia),`0004 05 Arkansas,
1185,`2657 SPCD 973 - cedar elm (Ulmus crassifolia),`0025 28 Mississippi,
1186,`2657 SPCD 973 - cedar elm (Ulmus crassifolia),`0037 40 Oklahoma,0
1187,`2658 SPCD 974 - Siberian elm (Ulmus pumila),`0034 37 North Carolina,
1188,`2658 SPCD 974 - Siberian elm (Ulmus pumila),`0037 40 Oklahoma,0
1189,`2658 SPCD 974 - Siberian elm (Ulmus pumila),`0047 51 Virginia,
1190,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0001 01 Alabama,158424.3678
1191,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0004 05 Arkansas,1142354.811
1192,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0011 13 Georgia,107068.7601
1193,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0018 21 Kentucky,286478.7937
1194,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0025 28 Mississippi,1438959.82
1195,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0034 37 North Carolina,273843.7347
1196,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0037 40 Oklahoma,8012.832754
1197,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0041 45 South Carolina,820196.6303
1198,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0043 47 Tennessee,531036.0868
1199,`2659 SPCD 975 - slippery elm (Ulmus rubra),`0047 51 Virginia,161445.7242
1200,`2660 SPCD 976 - September elm (Ulmus serotina),`0001 01 Alabama,8884.714558
1201,`2660 SPCD 976 - September elm (Ulmus serotina),`0018 21 Kentucky,
1202,`2660 SPCD 976 - September elm (Ulmus serotina),`0037 40 Oklahoma,
1203,`2661 SPCD 977 - rock elm (Ulmus thomasii),`0018 21 Kentucky,
1204,`2661 SPCD 977 - rock elm (Ulmus thomasii),`0043 47 Tennessee,
1205,`2661 SPCD 977 - rock elm (Ulmus thomasii),`0047 51 Virginia,
1206,`2671 SPCD 993 - chinaberry (Melia azedarach),`0001 01 Alabama,195069.8815
1207,`2671 SPCD 993 - chinaberry (Melia azedarach),`0004 05 Arkansas,
1208,`2671 SPCD 993 - chinaberry (Melia azedarach),`0011 13 Georgia,1042689.098
1209,`2671 SPCD 993 - chinaberry (Melia azedarach),`0025 28 Mississippi,125511.6741
1210,`2671 SPCD 993 - chinaberry (Melia azedarach),`0034 37 North Carolina,48948.72381
1211,`2671 SPCD 993 - chinaberry (Melia azedarach),`0041 45 South Carolina,787376.8025
1212,`2672 SPCD 994 - Chinese tallowtree (Triadica sebifera),`0001 01 Alabama,0
1213,`2672 SPCD 994 - Chinese tallowtree (Triadica sebifera),`0004 05 Arkansas,14564.54844
1214,`2672 SPCD 994 - Chinese tallowtree (Triadica sebifera),`0011 13 Georgia,0
1215,`2672 SPCD 994 - Chinese tallowtree (Triadica sebifera),`0025 28 Mississippi,699927.432
1216,`2672 SPCD 994 - Chinese tallowtree (Triadica sebifera),`0034 37 North Carolina,
1217,`2672 SPCD 994 - Chinese tallowtree (Triadica sebifera),`0041 45 South Carolina,499728.1664
1218,`2673 SPCD 995 - tungoil tree (Vernicia fordii),`0011 13 Georgia,
1219,`2673 SPCD 995 - tungoil tree (Vernicia fordii),`0025 28 Mississippi,
1220,`2674 SPCD 996 - smoketree (Cotinus obovatus),`0001 01 Alabama,
1221,`2674 SPCD 996 - smoketree (Cotinus obovatus),`0004 05 Arkansas,
1222,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0001 01 Alabama,
1223,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0004 05 Arkansas,
1224,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0011 13 Georgia,
1225,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0018 21 Kentucky,
1226,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0025 28 Mississippi,
1227,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0034 37 North Carolina,
1228,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0041 45 South Carolina,
1229,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0043 47 Tennessee,
1230,`2676 SPCD 998 - unknown dead hardwood (Tree broadleaf),`0047 51 Virginia,
1231,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0001 01 Alabama,
1232,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0004 05 Arkansas,
1233,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0011 13 Georgia,0
1234,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0018 21 Kentucky,0
1235,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0025 28 Mississippi,
1236,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0034 37 North Carolina,0
1237,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0037 40 Oklahoma,
1238,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0041 45 South Carolina,
1239,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0043 47 Tennessee,0
1240,`2677 SPCD 999 - other or unknown live tree (Tree unknown),`0047 51 Virginia,
